,urls
1275,https://medium.com/post-shower-sweats/how-successful-will-the-8-rookie-qbs-be-5e55ea29789d?source=topic_page---------1958------------------1
1276,https://medium.com/@marymollysnyder/play-school-sports-to-prepare-for-the-future-of-work-e218bd3fe2aa?source=topic_page---------1959------------------1
1277,https://medium.com/the-nola-rundown/buccaneers-vs-saints-what-to-expect-when-tampa-bay-has-the-ball-85473a225546?source=topic_page---------1960------------------1
1278,https://medium.com/solus-jesus/courageous-kaepernick-vs-cowardly-white-house-exceptional-leadership-101-ce944b1e26ba?source=topic_page---------1961------------------1
1279,https://medium.com/@BridgetWebber/the-best-way-to-ensure-you-dont-sink-4aa3c1267a4?source=topic_page---------1962------------------1
1280,https://marinersblog.mlblogs.com/the-mark-of-z-mariners-magazine-preview-ab77b2cf484d?source=topic_page---------1963------------------1
1281,https://medium.com/@timradle_42434/tales-from-the-chicken-farm-issue-4-boy-hijinks-with-houndon-loundon-ff43ea937bb5?source=topic_page---------1964------------------1
1282,https://ngbaseball.com/the-most-underrated-player-on-each-playoff-contender-d41043379656?source=topic_page---------1965------------------1
1283,https://stillcrew.com/colin-kaepernick-nike-just-do-it-campaign-879bdbdba514?source=topic_page---------1966------------------1
1284,https://gothamsn.com/where-do-the-jets-stand-after-losing-the-khalil-mack-sweepstakes-39e751c78db0?source=topic_page---------1967------------------1
1285,https://medium.com/@jinghao.liang03/the-end-of-an-overwatch-era-5e1d699b7b35?source=topic_page---------1968------------------1
1286,https://medium.com/the-hit-job/2018-nfl-season-preview-sleepers-moving-in-the-right-direction-football-49ers-bears-titans-browns-texans-f22e56c8cb19?source=topic_page---------1969------------------1
1287,https://medium.com/@GregAdrouny/how-my-terrible-college-wardrobe-got-me-a-bat-used-by-willie-mays-1e98987d22e8?source=topic_page---------1970------------------1
1288,https://2ways10days.com/what-is-the-earning-power-of-a-two-way-contract-for-2018-19-a7fb2bdd2459?source=topic_page---------1971------------------1
1289,https://medium.com/@TheReclaimed/justdoit-nikes-stance-on-social-justice-38979033abed?source=topic_page---------1972------------------1
1290,https://medium.com/the-hit-job/2018-nfl-season-preview-8-teams-taking-a-step-backward-rams-jaguars-chiefs-seahawks-panthers-7c80fba3ae81?source=topic_page---------1973------------------1
1291,https://medium.com/@swedishjones/the-business-art-of-nikes-kaepernick-campaign-28cfebe68ac2?source=topic_page---------1974------------------1
1292,https://medium.com/@marleyk/to-the-people-angry-at-nike-over-the-colin-kaepernick-deal-29de109ee91?source=topic_page---------1975------------------1
1293,https://medium.com/clay-rivers/ready-for-some-football-first-three-words-from-our-sponsor-just-do-it-4ef5b5622643?source=topic_page---------1976------------------1
1294,https://medium.com/the-hollywood-reporter/serena-williams-alize-cornet-and-the-politics-of-fashion-and-tennis-cb55e298131e?source=topic_page---------1977------------------1
1295,https://medium.com/thsppl/taking-a-knee-is-not-enough-it-just-isnt-f812613e919d?source=topic_page---------1978------------------1
1296,https://medium.com/@kitanyaharrison/the-conflicts-of-colin-kaepernicks-nike-victory-32f544deaad?source=topic_page---------1979------------------1
1297,https://dodgers.mlblogs.com/turner-does-a-little-of-everything-but-weekends-late-inning-magic-wears-off-b67876f50253?source=topic_page---------1980------------------1
1298,https://medium.com/specialolympics/special-olympics-malawi-tennis-partners-will-stand-up-for-inclusion-at-world-tennis-invitational-5b58feece094?source=topic_page---------1981------------------1
1299,https://ngbaseball.com/the-unwritten-rules-and-traditionalist-baseball-fans-need-to-stop-77595bf07fcf?source=topic_page---------1982------------------1
1300,https://medium.com/@swedishjones/just-do-it-kaepernick-edition-37f624c4fe8d?source=topic_page---------1983------------------1
1301,https://medium.com/@Andrew_Fine/not-your-typical-factory-tour-examining-the-weaknesses-of-boston-celtics-semi-ojeleye-ccafe5759eb0?source=topic_page---------1984------------------1
1302,https://medium.com/totalfootball/should-headers-be-banned-in-football-843b64dfed17?source=topic_page---------1985------------------1
1303,https://medium.com/s/story/how-a-sport-dies-405636919bbf?source=topic_page---------1986------------------1
1304,https://medium.com/beyond-the-bricks/any-means-necessary-7117b8d5de21?source=topic_page---------1987------------------1
1305,https://medium.com/@Glen_R_Hines/the-death-of-an-american-game-75b69a392772?source=topic_page---------1988------------------1
1306,https://medium.com/the-passion-of-christopher-pierznik-books-rhymes/scottie-pippen-was-fucking-great-54f2442e892a?source=topic_page---------1989------------------1
1307,https://medium.com/@atgeek_92/dedications-for-hulk-hogan-the-man-e07c57090f22?source=topic_page---------1990------------------1
1308,https://gothamsn.com/new-york-giants-rookie-report-after-final-preseason-game-2d886a885ba2?source=topic_page---------1991------------------1
1309,https://medium.com/@kitanyaharrison/i-told-you-colin-kaepernick-had-a-case-ccc71b93b519?source=topic_page---------1992------------------1
1310,https://medium.com/new-york-times-magazine/naomi-osakas-breakthrough-game-f82e6041be7e?source=topic_page---------1993------------------1
1311,https://medium.com/grandstandcentral/my-failed-tryout-with-the-7-seconds-or-less-phoenix-suns-dcc8b97197ff?source=topic_page---------1994------------------1
1312,https://medium.com/@francisshanahan_16307/the-leadville-trail-100-redemption-741fb46fceaa?source=topic_page---------1995------------------1
1313,https://medium.com/@cguest6/ranking-the-best-current-nicknames-in-the-nba-a548303065db?source=topic_page---------1996------------------1
1314,https://medium.com/her-hoop-stats/wnba-attendance-declines-in-2018-what-does-that-mean-for-the-league-4b88e59583f1?source=topic_page---------1997------------------1
1315,https://dodgers.mlblogs.com/history-corner-thirty-years-since-hershisers-unmatched-streak-d2646eff8561?source=topic_page---------1998------------------1
1316,https://medium.com/@Brookings/the-dangers-of-tribalism-and-callousness-in-college-sports-80b193e830ec?source=topic_page---------1999------------------1
1317,https://undercurrents.co/10-best-skate-parks-in-san-diego-fcf5f0640d74?source=topic_page---------2000------------------1
1318,https://medium.com/the-pivot-foot/nwaba-was-the-bulls-black-panther-5d3225e61d2a?source=topic_page---------2001------------------1
1319,https://offcoverage.com/who-are-the-biggest-spending-outliers-at-each-nfl-position-group-11a8e930b674?source=topic_page---------2002------------------1
1320,https://medium.com/@DebrajG/cybersecurity-in-your-life-the-fifa-world-cup-649b3390c07e?source=topic_page---------2003------------------1
1321,https://medium.com/s/story/14-things-racing-stock-cars-taught-me-about-life-4473e3ec5ba5?source=topic_page---------2004------------------1
1322,https://ourgame.mlblogs.com/my-favorite-century-c52a0ae238f?source=topic_page---------2005------------------1
1323,https://medium.com/mel-magazine/are-these-actually-the-fastest-feet-in-the-world-bd24fa21632e?source=topic_page---------2006------------------1
1324,https://medium.com/@shannoncoheninc/catsuits-and-power-why-every-working-mom-stands-with-serena-williams-47c34575a4ae?source=topic_page---------2007------------------1
1325,https://medium.com/@njwhitfield/carmelo-anthonys-excellent-adventure-5b410c2bd043?source=topic_page---------2008------------------1
1326,https://dodgers.mlblogs.com/machado-dozier-hern%C3%A1ndez-and-dodger-offense-lead-the-way-in-texas-e15af5081f17?source=topic_page---------2009------------------1
1327,https://dundalksport.ie/report-sickening-night-for-dundalk-fc-as-watts-blows-the-title-race-wide-open-a0a3772bbd76?source=topic_page---------2010------------------1
1328,https://medium.com/the-hit-job/who-is-this-years-worst-to-first-nfl-team-8151c2cf65b?source=topic_page---------2011------------------1
1329,https://medium.com/@stuart.zussman/baseball-strikeouts-analysis-5813ac5dccd9?source=topic_page---------2012------------------1
1330,https://medium.com/@LucasCasaletto/with-josh-donaldson-nearing-a-return-where-might-he-end-up-d5cb815dd0e0?source=topic_page---------2013------------------1
1331,https://medium.com/@PlayersTribune./this-is-personal-by-steph-curry-cb2eaaa29db4?source=topic_page---------2014------------------1
1332,https://medium.com/grandstandcentral/fixing-the-nfls-tv-problem-4e69841dbdaf?source=topic_page---------2015------------------1
1333,https://medium.com/@SunilSharmaUK/can-businesses-learn-from-pep-guardiola-cf4356e88d5b?source=topic_page---------2016------------------1
1334,https://medium.com/@carolinegracestefko/manu-ginobilis-legacy-of-passion-c55b60697e69?source=topic_page---------2017------------------1
1335,https://dodgers.mlblogs.com/photoblog-8-26-vs-padres-6b309cdaf89d?source=topic_page---------2018------------------1
1336,https://dodgers.mlblogs.com/ryu-sets-it-up-turner-knocks-em-down-as-the-dodgers-sweep-the-padres-272aedeb07a0?source=topic_page---------2019------------------1
1337,https://bastian.mlblogs.com/covering-the-bases-game-130-e6063b858036?source=topic_page---------2020------------------1
1338,https://marinersblog.mlblogs.com/edwin-d%C3%ADaz-joins-exclusive-company-with-50th-save-544946fdf6c6?source=topic_page---------2021------------------1
1339,https://dodgers.mlblogs.com/starters-have-consistently-set-the-table-b0390ecd240e?source=topic_page---------2022------------------1
1340,https://medium.com/@tryde83/baseball-cards-and-the-tales-they-tell-b3a3b0a9701d?source=topic_page---------2023------------------1
1341,https://medium.com/im-not-a-headline-guy/the-puzzling-case-of-pickles-977401bed899?source=topic_page---------2024------------------1
1342,https://medium.com/@LumberKings/eliminated-ninth-inning-meltdown-history-to-be-made-jaw-dropping-stuff-game-notes-b1f8c770c665?source=topic_page---------2025------------------1
1343,https://dodgers.mlblogs.com/photoblog-8-25-vs-padres-b2cf04f2eb1e?source=topic_page---------2026------------------1
1344,https://thehaloway.mlblogs.com/game-gallery-astros-angels-8-26-18-c971a303d6f8?source=topic_page---------2027------------------1
1345,https://medium.com/digitaldad/i-quit-fantasy-football-and-so-can-you-49f9f489df7a?source=topic_page---------2028------------------1
1346,https://medium.com/unpluggd-mag/nfl-preview-2018-the-patriots-path-through-the-afc-east-has-never-been-easier-159ae61ee551?source=topic_page---------2029------------------1
1347,https://medium.com/unpluggd-mag/the-top-ten-quarterbacks-heading-into-2018-number-nine-2c105db25a0b?source=topic_page---------2030------------------1
1348,https://medium.com/s/nautilus-limits/we-are-nowhere-close-to-the-limits-of-athletic-performance-a39f56dcd8c5?source=topic_page---------2031------------------1
1349,https://klipsunmagazine.com/at-least-we-have-sundays-2fb52c9f42ff?source=topic_page---------2032------------------1
1350,https://medium.com/grandstandcentral/major-league-baseballs-labour-peace-is-coming-to-an-end-e888c23d11df?source=topic_page---------2033------------------1
1351,https://medium.com/the-hit-job/what-player-will-lead-each-nfl-team-in-receptions-2018-fantasy-football-ppr-leagues-projections-e62d19730d20?source=topic_page---------2034------------------1
1352,https://medium.com/unpluggd-mag/the-top-ten-quarterbacks-heading-into-2018-number-ten-5b2c041acabd?source=topic_page---------2035------------------1
1353,https://medium.com/we-know-what-we-know/reminder-of-why-nfl-players-are-kneeling-49c961949bb3?source=topic_page---------2036------------------1
1354,https://medium.com/@netherton.jay/2018-2019-duke-basketball-full-roster-breakdown-gifs-included-6a6ec2eb37b4?source=topic_page---------2037------------------1
1355,https://medium.com/the-mission/esports-and-sports-innovation-learnings-from-the-stanford-sports-innovation-conference-6056621a81fb?source=topic_page---------2038------------------1
1356,https://medium.com/the-mission/esports-will-be-in-the-olympics-d6785b790569?source=topic_page---------2039------------------1
1357,https://bastian.mlblogs.com/covering-the-bases-game-123-53a139635bc1?source=topic_page---------2040------------------1
1358,https://medium.com/@coachdanblewett/how-to-throw-a-curveball-the-right-way-910b652b9ff4?source=topic_page---------2041------------------1
1359,https://medium.com/@aderacine/no-ocean-for-young-women-a5dca09f1ed1?source=topic_page---------2042------------------1
1360,https://gothamsn.com/new-york-giants-what-to-watch-for-against-the-jets-9b94166bb9d2?source=topic_page---------2043------------------1
1361,https://dodgers.mlblogs.com/three-solo-homers-off-seattle-bullpen-tie-it-balk-off-in-extras-loses-it-for-dodgers-e115b813f31f?source=topic_page---------2044------------------1
1362,https://elemental.medium.com/extreme-athleticism-is-the-new-midlife-crisis-d87199a18bed?source=topic_page---------2045------------------1
1363,https://medium.com/sportsraid/ten-rounds-10-busts-fantasy-football-players-to-avoid-2018-nfl-fournette-mixon-ajayi-amari-e944a397f3c1?source=topic_page---------2046------------------1
